tmstmp,hour,agnts,handle,ASR,cst_inter,handled,util
7/7/2023 15:14,0,18,9.65,9.64,15.73,5,0.04
7/7/2023 15:14,1,18,9.65,9.64,18.03,9,0.07
7/7/2023 15:14,2,18,9.65,9.65,15.55,14,0.11
7/7/2023 15:14,3,18,9.65,9.65,17.6,18,0.14
7/7/2023 15:14,4,18,9.65,9.66,16.28,23,0.18
7/7/2023 15:14,5,18,9.65,9.65,15.8,28,0.21
7/7/2023 15:14,6,18,9.65,9.66,17.1,32,0.25
7/7/2023 15:14,7,18,9.65,9.65,17.72,36,0.28
7/7/2023 15:14,8,18,9.65,9.65,16.58,41,0.31
7/7/2023 15:14,9,18,9.65,9.66,17.15,45,0.34
7/7/2023 15:14,10,18,9.65,9.66,16.85,49,0.38
7/7/2023 15:14,11,18,9.65,9.65,15.17,54,0.41
7/7/2023 15:14,12,18,9.65,9.65,16.58,59,0.45
7/7/2023 15:14,13,18,9.65,9.65,17.15,63,0.48
7/7/2023 15:14,14,18,9.65,9.65,15.42,68,0.52
7/7/2023 15:14,15,18,9.65,9.65,16.43,73,0.56
7/7/2023 15:14,16,18,9.65,9.65,15.8,78,0.6
7/7/2023 15:14,17,18,9.65,9.65,16.9,82,0.63
7/7/2023 15:14,18,18,9.65,9.65,16.03,87,0.67
7/7/2023 15:14,19,18,9.65,9.65,15.52,92,0.7
7/7/2023 15:14,20,18,9.65,9.65,17.15,96,0.74
7/7/2023 15:14,21,18,9.65,9.65,15,101,0.77
7/7/2023 15:14,22,18,9.65,9.65,16.48,106,0.81
7/7/2023 15:21,0,18,9.67,9.71,15.62,5,0.04
7/7/2023 15:21,1,18,9.67,9.71,16.97,9,0.07
7/7/2023 15:21,2,18,9.67,9.7,17.25,13,0.1
7/7/2023 15:21,3,18,9.67,9.68,17.43,17,0.13
7/7/2023 15:21,4,18,9.67,9.68,16.63,22,0.17
7/7/2023 15:21,5,18,9.67,9.69,17.37,26,0.2
7/7/2023 15:21,6,18,9.67,9.68,16.72,31,0.24
7/7/2023 15:21,7,18,9.67,9.68,16.75,36,0.28
7/7/2023 15:21,8,18,9.67,9.67,18.77,40,0.31
7/7/2023 15:21,9,18,9.67,9.67,17.95,44,0.34
7/7/2023 15:21,10,18,9.67,9.68,16.87,48,0.37
7/7/2023 15:21,11,18,9.67,9.67,16.05,53,0.41
7/7/2023 15:21,12,18,9.67,9.67,17.33,57,0.44
7/7/2023 15:21,13,18,9.67,9.67,16.72,62,0.48
7/7/2023 15:21,14,18,9.67,9.67,15.88,67,0.51
7/7/2023 15:21,15,18,9.67,9.67,17.28,71,0.54
7/7/2023 15:21,16,18,9.67,9.67,16.37,76,0.58
7/7/2023 15:21,17,18,9.67,9.67,16.58,81,0.62
7/7/2023 15:21,18,18,9.67,9.67,16,86,0.66
7/7/2023 15:21,19,18,9.67,9.67,15.8,91,0.7
7/7/2023 15:21,20,18,9.67,9.67,16.1,96,0.74
7/7/2023 15:21,21,18,9.67,9.67,16.97,100,0.77
7/7/2023 15:21,22,18,9.67,9.67,17.18,104,0.8
7/7/2023 15:27,0,18,9.67,9.62,17.05,4,0.03
7/7/2023 15:27,1,18,9.67,9.63,15.4,9,0.07
7/7/2023 15:27,2,18,9.67,9.64,17.15,13,0.1
7/7/2023 15:27,3,18,9.67,9.65,16.62,18,0.14
7/7/2023 15:27,4,18,9.67,9.65,17.62,22,0.17
7/7/2023 15:27,5,18,9.67,9.64,16.85,26,0.2
7/7/2023 15:27,6,18,9.67,9.64,16.68,31,0.24
7/7/2023 15:27,7,18,9.67,9.65,16.28,36,0.28
7/7/2023 15:27,8,18,9.67,9.65,16.58,41,0.31
7/7/2023 15:27,9,18,9.67,9.65,16.73,46,0.35
7/7/2023 15:27,10,18,9.67,9.65,16.98,50,0.38
7/7/2023 15:27,11,18,9.67,9.65,16.67,55,0.42
7/7/2023 15:27,12,18,9.67,9.65,16.73,60,0.46
7/7/2023 15:27,13,18,9.67,9.65,17.88,64,0.49
7/7/2023 15:27,14,18,9.67,9.66,17.95,68,0.52
7/7/2023 15:27,15,18,9.67,9.66,16.98,72,0.55
7/7/2023 15:27,16,18,9.67,9.66,18.35,76,0.58
7/7/2023 15:27,17,18,9.67,9.66,16.87,80,0.61
7/7/2023 15:27,18,18,9.67,9.66,17.33,84,0.64
7/7/2023 15:27,19,18,9.67,9.66,15.95,89,0.68
7/7/2023 15:27,20,18,9.67,9.66,18.07,93,0.71
7/7/2023 15:27,21,18,9.67,9.66,16.53,98,0.75
7/7/2023 15:27,22,18,9.67,9.66,16.9,102,0.78
7/7/2023 15:31,0,18,9.63,9.66,16.25,5,0.04
7/7/2023 15:31,1,18,9.63,9.63,16.87,9,0.07
7/7/2023 15:31,2,18,9.63,9.63,17.23,13,0.1
7/7/2023 15:31,3,18,9.63,9.64,16.88,17,0.13
7/7/2023 15:31,4,18,9.63,9.63,14.87,22,0.17
7/7/2023 15:31,5,18,9.63,9.63,16.13,27,0.21
7/7/2023 15:31,6,18,9.63,9.63,17.25,31,0.24
7/7/2023 15:31,7,18,9.63,9.63,15.9,36,0.28
7/7/2023 15:31,8,18,9.63,9.63,17.1,40,0.31
7/7/2023 15:31,9,18,9.63,9.62,16.13,45,0.34
7/7/2023 15:31,10,18,9.63,9.62,16.08,50,0.38
7/7/2023 15:31,11,18,9.63,9.63,17.83,54,0.41
7/7/2023 15:31,12,18,9.63,9.63,16.95,58,0.44
7/7/2023 15:31,13,18,9.63,9.63,16.12,63,0.48
7/7/2023 15:31,14,18,9.63,9.63,17.25,67,0.51
7/7/2023 15:31,15,18,9.63,9.63,17.62,71,0.54
7/7/2023 15:31,16,18,9.63,9.63,15.33,76,0.58
7/7/2023 15:31,17,18,9.63,9.63,17.23,80,0.61
7/7/2023 15:31,18,18,9.63,9.63,17.08,84,0.64
7/7/2023 15:31,19,18,9.63,9.63,16.8,89,0.68
7/7/2023 15:31,20,18,9.63,9.63,16,94,0.72
7/7/2023 15:31,21,18,9.63,9.63,15.3,99,0.76
7/7/2023 15:31,22,18,9.63,9.63,16.48,104,0.8
7/7/2023 15:33,0,18,9.72,9.74,820.97,2,0.02
7/7/2023 15:33,1,18,9.72,9.68,789.47,4,0.03
7/7/2023 15:33,2,18,9.72,9.7,405.85,6,0.05
7/7/2023 15:33,3,18,9.72,9.7,220.72,8,0.06
7/7/2023 15:33,4,18,9.72,9.71,61.05,10,0.08
7/7/2023 15:33,5,18,9.72,9.71,31.47,13,0.1
7/7/2023 15:33,6,18,9.72,9.72,17.87,17,0.13
7/7/2023 15:33,7,18,9.72,9.71,17.2,21,0.16
7/7/2023 15:33,8,18,9.72,9.71,17.45,25,0.19
7/7/2023 15:33,9,18,9.72,9.72,16.43,30,0.23
7/7/2023 15:33,10,18,9.72,9.72,15.98,35,0.27
7/7/2023 15:33,11,18,9.72,9.71,15.7,40,0.31
7/7/2023 15:33,12,18,9.72,9.71,16.52,45,0.35
7/7/2023 15:33,13,18,9.72,9.71,21.77,49,0.38
7/7/2023 15:33,14,18,9.72,9.71,34.88,52,0.4
7/7/2023 15:33,15,18,9.72,9.71,50.2,55,0.42
7/7/2023 15:33,16,18,9.72,9.71,76.82,57,0.44
7/7/2023 15:33,17,18,9.72,9.71,112.02,59,0.45
7/7/2023 15:33,18,18,9.72,9.71,174.53,61,0.47
7/7/2023 15:33,19,18,9.72,9.71,223.35,63,0.49
7/7/2023 15:33,20,18,9.72,9.71,431.13,65,0.5
7/7/2023 15:33,21,18,9.72,9.71,572.78,67,0.52
7/7/2023 15:33,22,18,9.72,9.71,532.73,69,0.53
7/7/2023 15:37,0,18,9.65,9.67,865.38,2,0.02
7/7/2023 15:37,1,18,9.65,9.63,811.72,4,0.03
7/7/2023 15:37,2,18,9.65,9.65,392.58,6,0.05
7/7/2023 15:37,3,18,9.65,9.67,230.1,8,0.06
7/7/2023 15:37,4,18,9.65,9.66,61.25,10,0.08
7/7/2023 15:37,5,18,9.65,9.66,33.17,13,0.1
7/7/2023 15:37,6,18,9.65,9.65,20.07,17,0.13
7/7/2023 15:37,7,18,9.65,9.65,16.58,22,0.17
7/7/2023 15:37,8,18,9.65,9.65,16.08,27,0.21
7/7/2023 15:37,9,18,9.65,9.65,16.48,32,0.25
7/7/2023 15:37,10,18,9.65,9.65,16.98,36,0.28
7/7/2023 15:37,11,18,9.65,9.65,15.6,41,0.31
7/7/2023 15:37,12,18,9.65,9.65,18.6,45,0.34
7/7/2023 15:37,13,18,9.65,9.65,22.3,49,0.38
7/7/2023 15:37,14,18,9.65,9.65,35.68,52,0.4
7/7/2023 15:37,15,18,9.65,9.66,48.97,55,0.42
7/7/2023 15:37,16,18,9.65,9.66,66.88,57,0.44
7/7/2023 15:37,17,18,9.65,9.65,104.92,59,0.45
7/7/2023 15:37,18,18,9.65,9.65,146.63,61,0.47
7/7/2023 15:37,19,18,9.65,9.65,215.17,63,0.48
7/7/2023 15:37,20,18,9.65,9.65,414.73,65,0.5
7/7/2023 15:37,21,18,9.65,9.65,546.07,67,0.51
7/7/2023 15:37,22,18,9.65,9.65,581.1,69,0.53
7/12/2023 8:00,0,18,9.57,9.55,821.92,2,0.02
7/12/2023 8:00,1,18,9.57,9.51,863.3,4,0.03
7/12/2023 8:00,2,18,9.57,9.5,408.62,6,0.05
7/12/2023 8:00,3,18,9.57,9.53,220.48,8,0.06
7/12/2023 8:00,4,18,9.57,9.52,61.25,10,0.08
7/12/2023 8:00,5,18,9.57,9.53,32.33,13,0.1
7/12/2023 8:00,6,18,9.57,9.53,21.65,17,0.13
7/12/2023 8:00,7,18,9.57,9.54,17.38,21,0.16
7/12/2023 8:00,8,18,9.57,9.55,16.1,26,0.2
7/12/2023 8:00,9,18,9.57,9.55,16.07,31,0.24
7/12/2023 8:00,10,18,9.57,9.56,16.53,36,0.27
7/12/2023 8:00,11,18,9.57,9.56,15.77,41,0.31
7/12/2023 8:00,12,18,9.57,9.56,16.85,45,0.34
7/12/2023 8:00,13,18,9.57,9.56,23.15,49,0.37
7/12/2023 8:00,14,18,9.57,9.56,36.78,52,0.39
7/12/2023 8:00,15,18,9.57,9.56,50.92,54,0.41
7/12/2023 8:00,16,18,9.57,9.56,66.07,56,0.43
7/12/2023 8:00,17,18,9.57,9.57,117.63,58,0.44
7/12/2023 8:00,18,18,9.57,9.57,179.77,60,0.46
7/12/2023 8:00,19,18,9.57,9.56,229.58,62,0.47
7/12/2023 8:00,20,18,9.57,9.57,419.57,64,0.49
7/12/2023 8:00,21,18,9.57,9.56,575.53,66,0.5
7/12/2023 8:00,22,18,9.57,9.56,538.72,68,0.52
7/12/2023 9:49:20,0,,9.65,14.46,749.22,2,0.02
7/12/2023 9:49:20,1,,9.65,14.48,782.6,4,0.03
7/12/2023 9:49:20,2,,9.65,14.46,402.68,6,0.05
7/12/2023 9:49:20,3,,9.65,14.47,234.55,8,0.06
7/12/2023 9:49:20,4,,9.65,14.48,62.02,10,0.08
7/12/2023 9:49:20,5,,9.65,14.1,30.18,13,0.1
7/12/2023 9:49:20,6,,9.65,13.61,20.62,17,0.13
7/12/2023 9:49:20,7,,9.65,13.4,17.08,21,0.16
7/12/2023 9:49:20,8,,9.65,13.23,14.88,26,0.2
7/12/2023 9:49:20,9,,9.65,13.07,15.97,31,0.24
7/12/2023 9:49:20,10,,9.65,13.0,17.67,35,0.27
7/12/2023 9:49:20,11,,9.65,12.9,15.98,40,0.31
7/12/2023 9:49:20,12,,9.65,12.87,17.73,44,0.34
7/12/2023 9:49:20,13,,9.65,12.8,22.33,48,0.37
7/12/2023 9:49:20,14,,9.65,12.8,36.02,51,0.39
7/12/2023 9:49:20,15,,9.65,12.86,51.7,53,0.41
7/12/2023 9:49:20,16,,9.65,12.92,64.43,55,0.42
7/12/2023 9:49:20,17,,9.65,12.97,113.87,57,0.44
7/12/2023 9:49:20,18,,9.65,13.02,158.23,59,0.45
7/12/2023 9:49:20,19,,9.65,13.07,260.72,61,0.47
7/12/2023 9:49:20,20,,9.65,13.11,410.95,63,0.48
7/12/2023 9:49:20,21,,9.65,13.15,547.32,65,0.5
7/12/2023 9:49:20,22,,9.65,13.19,542.98,67,0.51
7/12/2023 9:49:20,23,,9.65,13.23,574.85,69,0.53
7/12/2023 9:53:14,0,,9.72,14.42,793.82,2,0.02
7/12/2023 9:53:14,1,,9.72,14.51,794.7,4,0.03
7/12/2023 9:53:14,2,,9.72,14.57,402.68,6,0.05
7/12/2023 9:53:14,3,,9.72,14.56,223.83,8,0.06
7/12/2023 9:53:14,4,,9.72,14.56,63.0,10,0.08
7/12/2023 9:53:14,5,,9.72,14.18,30.58,13,0.1
7/12/2023 9:53:14,6,,9.72,13.7,21.47,17,0.13
7/12/2023 9:53:14,7,,9.72,13.39,16.35,22,0.17
7/12/2023 9:53:14,8,,9.72,13.16,16.65,27,0.21
7/12/2023 9:53:14,9,,9.72,13.1,17.57,31,0.24
7/12/2023 9:53:14,10,,9.72,12.99,16.32,36,0.28
7/12/2023 9:53:14,11,,9.72,12.95,17.6,40,0.31
7/12/2023 9:53:14,12,,9.72,12.94,16.9,44,0.34
7/12/2023 9:53:14,13,,9.72,12.88,23.17,48,0.37
7/12/2023 9:53:14,14,,9.72,12.88,34.4,51,0.39
7/12/2023 9:53:14,15,,9.72,12.94,50.92,53,0.41
7/12/2023 9:53:14,16,,9.72,13.0,67.87,55,0.42
7/12/2023 9:53:14,17,,9.72,13.06,106.9,57,0.44
7/12/2023 9:53:14,18,,9.72,13.11,175.38,59,0.45
7/12/2023 9:53:14,19,,9.72,13.15,248.13,61,0.47
7/12/2023 9:53:14,20,,9.72,13.2,407.7,63,0.49
7/12/2023 9:53:14,21,,9.72,13.25,524.58,65,0.5
7/12/2023 9:53:14,22,,9.72,13.29,498.43,67,0.52
7/12/2023 9:53:14,23,,9.72,13.33,541.13,69,0.53
7/12/2023 10:5:7,0,,9.63,14.44,867.47,2,0.02
7/12/2023 10:5:7,1,,9.63,14.47,831.4,4,0.03
7/12/2023 10:5:7,2,,9.63,14.48,450.0,6,0.05
7/12/2023 10:5:7,3,,9.63,14.48,238.08,8,0.06
7/12/2023 10:5:7,4,,9.63,14.47,68.7,10,0.08
7/12/2023 10:5:7,5,,9.63,14.08,32.03,13,0.1
7/12/2023 10:5:7,6,,9.63,13.6,21.32,17,0.13
7/12/2023 10:5:7,7,,9.63,13.32,14.92,22,0.17
7/12/2023 10:5:7,8,,9.63,13.1,16.43,27,0.21
7/12/2023 10:5:7,9,,9.63,13.03,17.38,31,0.24
7/12/2023 10:5:7,10,,9.63,12.98,16.97,35,0.27
7/12/2023 10:5:7,11,,9.63,12.87,16.55,40,0.31
7/12/2023 10:5:7,12,,9.63,12.79,15.78,45,0.34
7/12/2023 10:5:7,13,,9.63,12.72,22.93,49,0.37
7/12/2023 10:5:7,14,,9.63,12.73,35.45,52,0.4
7/12/2023 10:5:7,15,,9.63,12.79,51.63,54,0.41
7/12/2023 10:5:7,16,,9.63,12.85,68.48,56,0.43
7/12/2023 10:5:7,17,,9.63,12.91,109.08,58,0.44
7/12/2023 10:5:8,18,,9.63,12.96,165.52,60,0.46
7/12/2023 10:5:8,19,,9.63,13.01,246.65,62,0.47
7/12/2023 10:5:8,20,,9.63,13.05,396.03,64,0.49
7/12/2023 10:5:8,21,,9.63,13.09,535.7,66,0.5
7/12/2023 10:5:8,22,,9.63,13.14,556.83,68,0.52
7/12/2023 10:5:8,23,,9.63,13.17,589.67,70,0.54
7/12/2023 10:7:33,0,,9.53,14.25,814.47,2,0.02
7/12/2023 10:7:33,1,,9.53,14.22,766.77,4,0.03
7/12/2023 10:7:33,2,,9.53,14.24,392.15,6,0.05
7/12/2023 10:7:33,3,,9.53,14.26,234.28,8,0.06
7/12/2023 10:7:33,4,,9.53,14.25,60.13,10,0.08
7/12/2023 10:7:33,5,,9.53,13.89,30.62,13,0.1
7/12/2023 10:7:33,6,,9.53,13.45,20.2,17,0.13
7/12/2023 10:7:33,7,,9.53,13.16,15.85,22,0.17
7/12/2023 10:7:33,8,,9.53,12.99,18.2,26,0.2
7/12/2023 10:7:33,9,,9.53,12.84,15.75,31,0.23
7/12/2023 10:7:34,10,,9.53,12.73,16.13,36,0.27
7/12/2023 10:7:34,11,,9.53,12.67,15.63,41,0.31
7/12/2023 10:7:34,12,,9.53,12.64,17.23,45,0.34
7/12/2023 10:7:34,13,,9.53,12.59,21.88,49,0.37
7/12/2023 10:7:34,14,,9.53,12.59,34.93,52,0.39
7/12/2023 10:7:34,15,,9.53,12.6,49.08,55,0.42
7/12/2023 10:7:34,16,,9.53,12.67,72.1,57,0.43
7/12/2023 10:7:34,17,,9.53,12.72,103.43,59,0.45
7/12/2023 10:7:34,18,,9.53,12.77,173.7,61,0.46
7/12/2023 10:7:34,19,,9.53,12.82,223.83,63,0.48
7/12/2023 10:7:34,20,,9.53,12.86,434.77,65,0.49
7/12/2023 10:7:34,21,,9.53,12.9,555.55,67,0.51
7/12/2023 10:7:35,22,,9.53,12.94,561.4,69,0.52
7/12/2023 10:7:35,23,,9.53,12.98,572.1,71,0.54
7/12/2023 10:11:34,0,1,9.68,14.52,812.63,2,0.02
7/12/2023 10:11:34,1,1,9.68,14.51,860.2,4,0.03
7/12/2023 10:11:34,2,1,9.68,14.56,396.47,6,0.05
7/12/2023 10:11:34,3,1,9.68,14.56,255.85,8,0.06
7/12/2023 10:11:34,4,1,9.68,14.55,61.53,10,0.08
7/12/2023 10:11:34,5,1,9.68,14.17,31.77,13,0.1
7/12/2023 10:11:35,6,1,9.68,13.7,20.92,17,0.13
7/12/2023 10:11:35,7,1,9.68,13.37,16.07,22,0.17
7/12/2023 10:11:35,8,1,9.68,13.18,15.53,27,0.21
7/12/2023 10:11:35,9,1,9.68,13.04,16.3,32,0.25
7/12/2023 10:11:35,10,1,9.68,13.0,16.95,36,0.28
7/12/2023 10:11:35,11,1,9.68,12.99,16.82,40,0.31
7/12/2023 10:11:35,12,1,9.68,12.91,16.15,45,0.35
7/12/2023 10:11:35,13,1,9.68,12.84,22.98,49,0.38
7/12/2023 10:11:35,14,1,9.68,12.85,35.88,52,0.4
7/12/2023 10:11:35,15,1,9.68,12.85,42.93,55,0.42
7/12/2023 10:11:35,16,1,9.68,12.91,69.68,57,0.44
7/12/2023 10:11:35,17,1,9.68,12.96,112.93,59,0.45
7/12/2023 10:11:35,18,1,9.68,13.02,163.45,61,0.47
7/12/2023 10:11:35,19,1,9.68,13.06,230.87,63,0.48
7/12/2023 10:11:35,20,1,9.68,13.11,435.83,65,0.5
7/12/2023 10:11:35,21,1,9.68,13.15,530.97,67,0.51
7/12/2023 10:11:35,22,1,9.68,13.19,591.85,69,0.53
7/12/2023 10:11:35,23,1,9.68,13.23,535.12,71,0.55
7/12/2023 10:42:7,0,1,9.55,14.27,765.13,2,0.02
7/12/2023 10:42:7,1,1,9.55,14.33,788.6,4,0.03
7/12/2023 10:42:7,2,1,9.55,14.33,382.57,6,0.05
7/12/2023 10:42:7,3,1,9.55,14.32,223.12,8,0.06
7/12/2023 10:42:7,4,1,9.55,14.3,63.73,10,0.08
7/12/2023 10:42:7,5,1,9.55,13.95,30.18,13,0.1
7/12/2023 10:42:7,6,1,9.55,13.46,20.4,17,0.13
7/12/2023 10:42:7,7,1,9.55,13.27,17.43,21,0.16
7/12/2023 10:42:7,8,1,9.55,13.13,17.22,25,0.19
7/12/2023 10:42:7,9,1,9.55,12.97,15.62,30,0.23
7/12/2023 10:42:7,10,1,9.55,12.82,16.78,35,0.27
7/12/2023 10:42:7,11,1,9.55,12.73,16.05,40,0.3
7/12/2023 10:42:7,12,1,9.55,12.65,16.02,45,0.34
7/12/2023 10:42:7,13,1,9.55,12.6,20.93,49,0.37
7/12/2023 10:42:7,14,1,9.55,12.6,36.43,52,0.39
7/12/2023 10:42:7,15,1,9.55,12.61,50.03,55,0.42
7/12/2023 10:42:7,16,1,9.55,12.67,66.73,57,0.43
7/12/2023 10:42:7,17,1,9.55,12.73,110.22,59,0.45
7/12/2023 10:42:7,18,1,9.55,12.78,181.12,61,0.46
7/12/2023 10:42:7,19,1,9.55,12.83,236.72,63,0.48
7/12/2023 10:42:7,20,1,9.55,12.87,439.02,65,0.49
7/12/2023 10:42:7,21,1,9.55,12.92,525.73,67,0.51
7/12/2023 10:42:7,22,1,9.55,12.96,504.72,69,0.52
7/12/2023 10:42:7,23,1,9.55,13.0,546.07,71,0.54
7/12/2023 10:51:56,0,1,9.6,14.3,824.73,2,0.02
7/12/2023 10:51:56,1,1,9.6,14.34,818.17,4,0.03
7/12/2023 10:51:57,2,1,9.6,14.38,449.43,6,0.05
7/12/2023 10:51:57,3,1,9.6,14.39,260.72,8,0.06
7/12/2023 10:51:57,4,1,9.6,14.38,61.73,10,0.08
7/12/2023 10:51:57,5,1,9.6,14.01,30.48,13,0.1
7/12/2023 10:51:57,6,1,9.6,13.55,21.97,17,0.13
7/12/2023 10:51:57,7,1,9.6,13.22,15.83,22,0.17
7/12/2023 10:51:57,8,1,9.6,13.02,16.32,27,0.21
7/12/2023 10:51:57,9,1,9.6,12.91,15.33,32,0.24
7/12/2023 10:51:57,10,1,9.6,12.79,16.63,37,0.28
7/12/2023 10:51:57,11,1,9.6,12.71,16.17,42,0.32
7/12/2023 10:51:57,12,1,9.6,12.69,17.17,46,0.35
7/12/2023 10:51:57,13,1,9.6,12.64,23.87,50,0.38
7/12/2023 10:51:57,14,1,9.6,12.65,38.98,53,0.4
7/12/2023 10:51:57,15,1,9.6,12.66,49.68,56,0.43
7/12/2023 10:51:57,16,1,9.6,12.72,69.03,58,0.44
7/12/2023 10:51:57,17,1,9.6,12.78,110.97,60,0.46
7/12/2023 10:51:57,18,1,9.6,12.83,150.47,62,0.47
7/12/2023 10:51:57,19,1,9.6,12.87,219.77,64,0.49
7/12/2023 10:51:57,20,1,9.6,12.92,400.43,66,0.5
7/12/2023 10:51:57,21,1,9.6,12.96,565.37,68,0.52
7/12/2023 10:51:57,22,1,9.6,13.01,578.3,70,0.53
7/12/2023 10:51:57,23,1,9.6,13.04,515.02,72,0.55
7/12/2023 10:56:35,0,1,9.57,14.39,866.42,2,0.02
7/12/2023 10:56:35,1,1,9.57,14.34,795.57,4,0.03
7/12/2023 10:56:35,2,1,9.57,14.38,427.55,6,0.05
7/12/2023 10:56:35,3,1,9.57,14.37,226.8,8,0.06
7/12/2023 10:56:35,4,1,9.57,14.37,65.85,10,0.08
7/12/2023 10:56:35,5,1,9.57,14.02,33.2,13,0.1
7/12/2023 10:56:35,6,1,9.57,13.55,19.82,17,0.13
7/12/2023 10:56:35,7,1,9.57,13.31,17.87,21,0.16
7/12/2023 10:56:35,8,1,9.57,13.06,16.2,26,0.2
7/12/2023 10:56:35,9,1,9.57,13.0,16.93,30,0.23
7/12/2023 10:56:35,10,1,9.57,12.88,15.85,35,0.27
7/12/2023 10:56:35,11,1,9.57,12.77,16.58,40,0.3
7/12/2023 10:56:35,12,1,9.57,12.71,15.2,45,0.34
7/12/2023 10:56:35,13,1,9.57,12.65,23.97,49,0.37
7/12/2023 10:56:35,14,1,9.57,12.65,35.88,52,0.39
7/12/2023 10:56:35,15,1,9.57,12.66,47.78,55,0.42
7/12/2023 10:56:35,16,1,9.57,12.71,70.92,57,0.43
7/12/2023 10:56:35,17,1,9.57,12.77,111.1,59,0.45
7/12/2023 10:56:35,18,1,9.57,12.82,167.63,61,0.46
7/12/2023 10:56:35,19,1,9.57,12.87,234.02,63,0.48
7/12/2023 10:56:35,20,1,9.57,12.91,450.55,65,0.49
7/12/2023 10:56:35,21,1,9.57,12.95,586.78,67,0.51
7/12/2023 10:56:35,22,1,9.57,12.99,547.32,69,0.52
7/12/2023 10:56:35,23,1,9.57,13.03,544.83,71,0.54
7/12/2023 12:4:2,0,1,9.6,14.48,809.88,2,0.02
7/12/2023 12:12:11,0,1,9.57,14.26,797.33,2,0.02
7/12/2023 12:12:11,1,1,9.57,14.33,809.88,4,0.03
7/12/2023 12:12:11,2,1,9.57,14.32,407.23,6,0.05
7/12/2023 12:12:11,3,1,9.57,14.35,247.83,8,0.06
7/12/2023 12:12:11,4,1,9.57,14.34,64.92,10,0.08
7/12/2023 12:12:11,5,1,9.57,13.96,29.52,13,0.1
7/12/2023 12:12:11,6,1,9.57,13.48,20.52,17,0.13
7/12/2023 12:12:11,7,1,9.57,13.16,16.18,22,0.17
7/12/2023 12:12:12,8,1,9.57,12.98,16.0,27,0.2
7/12/2023 12:12:12,9,1,9.57,12.85,15.68,32,0.24
7/12/2023 12:12:12,10,1,9.57,12.73,16.63,37,0.28
7/12/2023 12:12:12,11,1,9.57,12.64,16.3,42,0.32
7/12/2023 12:12:12,12,1,9.57,12.61,18.08,46,0.35
7/12/2023 12:12:12,13,1,9.57,12.56,23.58,50,0.38
7/12/2023 12:12:12,14,1,9.57,12.57,36.27,53,0.4
7/12/2023 12:12:12,15,1,9.57,12.63,52.5,55,0.42
7/12/2023 12:12:12,16,1,9.57,12.69,72.9,57,0.43
7/12/2023 12:12:12,17,1,9.57,12.75,108.72,59,0.45
7/12/2023 12:12:12,18,1,9.57,12.8,162.88,61,0.46
7/12/2023 12:12:12,19,1,9.57,12.85,230.1,63,0.48
7/12/2023 12:12:12,20,1,9.57,12.9,424.02,65,0.49
7/12/2023 12:12:12,21,1,9.57,12.94,570.07,67,0.51
7/12/2023 12:12:12,22,1,9.57,12.99,570.07,69,0.52
7/12/2023 12:12:12,23,1,9.57,13.02,552.35,71,0.54
7/12/2023 12:13:6,0,1,9.65,14.57,822.85,2,0.02
7/12/2023 12:13:42,1,1,9.65,14.5,736.18,4,0.03
7/12/2023 12:13:55,2,1,9.65,14.53,411.88,6,0.05
7/12/2023 12:14:3,3,1,9.65,14.5,242.87,8,0.06
7/12/2023 12:15:17,4,1,9.65,14.51,65.3,10,0.08
7/12/2023 12:16:3,0,1,9.63,14.53,744.57,2,0.02
7/12/2023 12:16:3,1,1,9.63,14.53,936.27,4,0.03
7/12/2023 12:16:3,2,1,9.63,14.45,404.48,6,0.05
7/12/2023 12:16:3,3,1,9.63,14.45,241.15,8,0.06
7/12/2023 12:16:3,4,1,9.63,14.47,58.67,10,0.08
7/12/2023 12:51:56,0,1,9.67,14.48,917.18,2,0.02
7/12/2023 12:51:56,1,1,9.67,14.48,953.63,4,0.03
7/12/2023 12:51:56,2,1,9.67,14.52,436.35,6,0.05
7/12/2023 12:51:56,3,1,9.67,14.5,239.2,8,0.06
7/12/2023 12:51:56,4,1,9.67,14.49,61.4,10,0.08
7/12/2023 13:11:58,0,1,9.67,14.66,805.37,2,0.02
7/12/2023 13:11:58,1,1,9.67,14.57,810.8,4,0.03
7/12/2023 13:11:58,2,1,9.67,14.54,421.05,6,0.05
7/12/2023 13:14:37,0,1,9.6,14.41,801.77,2,0.02
7/12/2023 13:14:37,1,1,9.6,14.31,808.07,4,0.03
7/12/2023 13:14:37,2,1,9.6,14.32,408.62,6,0.05
7/12/2023 13:19:15,0,1,9.63,14.52,833.33,2,0.02
7/12/2023 13:19:15,1,1,9.63,14.52,797.33,4,0.03
7/12/2023 13:19:15,2,1,9.63,14.53,417.63,6,0.05
7/12/2023 13:19:15,3,1,9.63,14.53,259.73,8,0.06
7/12/2023 13:19:15,4,1,9.63,14.5,61.8,10,0.08
7/12/2023 13:19:15,5,1,9.63,14.12,30.05,13,0.1
7/12/2023 13:19:15,6,2,9.63,13.06,20.83,17,0.13
7/12/2023 13:19:15,7,3,9.63,12.41,16.92,21,0.16
7/12/2023 13:19:15,8,3,9.63,11.96,17.17,25,0.19
7/12/2023 13:19:15,9,3,9.63,11.57,15.58,30,0.23
7/12/2023 13:19:15,10,3,9.63,11.29,16.68,35,0.27
7/12/2023 13:19:15,11,3,9.63,11.08,15.47,40,0.31
